sgRNA	gene	CRISPR_C6596697.sample	CRISPR_C6596666.sample
MYOZ1_CCDS7330.1_ex3_10:75397586-75397609:-_5-4	MYOZ1	230	493
C2orf68_CCDS42704.1_ex3_2:85839014-85839037:-_5-5	C2orf68	535	550
ASPA_CCDS11028.1_ex2_17:3386804-3386827:-_5-3	ASPA	214	265
sgRNASEH1_1	RNASEH1_LS	236	264
sgIRAK4_7	IRAK4_LS	207	166
DIS3L2_CCDS42834.1_ex2_2:232889031-232889054:-_5-3	DIS3L2	419	391
DDX43_CCDS4977.1_ex6_6:74116122-74116145:+_5-3	DDX43	256	326
sgZC3HAV1_1	ZC3HAV1_LS	348	464
REEP1_CCDS1989.1_ex1_2:86459906-86459929:+_11-3	REEP1	599	552
LNX1_CCDS3492.1_ex5_4:54362542-54362565:+_5-1	LNX1	428	479
LPIN3_CCDS33469.1_ex0_20:39974586-39974609:-_5-1	LPIN3	616	477
TIMM17A_CCDS1417.1_ex2_1:201926689-201926712:-_5-2	TIMM17A	428	453
MTMR4_CCDS11608.1_ex14_17:56588846-56588869:+_5-5	MTMR4	337	543
sgCHERP_3	CHERP_LS	117	349
ATP2B4_CCDS1440.1_ex9_1:203678615-203678638:-_5-5	ATP2B4	337	378
INPPL1_CCDS8213.1_ex4_11:71940243-71940266:+_5-3	INPPL1	956	778
CTDP1_CCDS12017.1_ex3_18:77457887-77457910:+_5-4	CTDP1	55	536
SRBD1_CCDS1823.1_ex11_2:45789875-45789898:-_5-3	SRBD1	158	628
ARMC1_CCDS6181.1_ex1_8:66517524-66517547:+_6-1	ARMC1	194	244
C1orf194_CCDS41364.1_ex2_1:109649698-109649721:+_5-3	C1orf194	221	319
RCL1_CCDS6456.1_ex6_9:4844584-4844607:+_5-5	RCL1	207	472
AKAP13_CCDS32319.1_ex1_15:86064747-86064770:-_5-1	AKAP13	346	344
TPM3_CCDS1060.1_ex5_1:154145666-154145689:-_9-6	TPM3	489	619
OXNAD1_CCDS2630.1_ex2_3:16327926-16327949:+_5-3	OXNAD1	0	1
PDXK_CCDS13699.1_ex3_21:45163592-45163615:+_5-1	PDXK	118	130
SLC34A2_CCDS3435.1_ex7_4:25673218-25673241:-_5-4	SLC34A2	492	659
TBC1D29_CCDS32606.1_ex4_17:28890219-28890242:-_5-3	TBC1D29	711	682
PLCB1_CCDS13102.1_ex2_20:8352065-8352088:-_5-1	PLCB1	538	448
HOXA1_CCDS5401.1_ex1_7:27135424-27135447:+_5-4	HOXA1	251	329
RXFP3_CCDS3900.1_ex0_5:33937368-33937391:-_5-4	RXFP3	478	572
GPAA1_CCDS43776.1_ex2_8:145138390-145138413:-_5-4	GPAA1	904	896
DCAF12L1_CCDS14610.1_ex0_X:125685659-125685682:+_5-2	DCAF12L1	448	312
C11orf44_CCDS8489.1_ex0_11:130543067-130543090:-_5-4	C11orf44	120	266
LRGUK_CCDS5830.1_ex7_7:133859346-133859369:-_5-5	LRGUK	242	330
ATHL1_CCDS31322.2_ex0_11:289937-289960:+_5-1	ATHL1	255	226
C1orf228_CCDS53311.1_ex2_1:45163778-45163801:-_5-3	C1orf228	228	226
sgSNRPF_5	SNRPF_LS	2	424
CXCL12_CCDS60518.1_ex0_10:44868477-44868500:-_11-1	CXCL12	627	499
NASP_CCDS524.1_ex7_1:46079766-46079789:+_5-3	NASP	94	212
DGKB_CCDS47547.1_ex19_7:14741326-14741349:-_5-5	DGKB	585	470
SLC1A2_CCDS31459.1_ex6_11:35327743-35327766:+_5-1	SLC1A2	719	778
C5orf60_CCDS47353.1_ex4_5:179071876-179071899:+_5-4	C5orf60	313	301
PPP1R35_CCDS5694.1_ex2_7:100033546-100033569:+_5-2	PPP1R35	905	883
WAS_CCDS14303.1_ex1_X:48542796-48542819:-_5-2	WAS	639	571
PLEKHS1_CCDS53580.1_ex5_10:115529598-115529621:-_5-3	PLEKHS1	634	458
C16orf13_CCDS32352.1_ex2_16:686155-686178:+_5-4	C16orf13	985	908
sgPRDM13_5	PRDM13_LS	297	282
GYS2_CCDS8690.1_ex12_12:21727173-21727196:-_5-3	GYS2	676	505
sgSMARCD2_6	SMARCD2_LS	425	381
R3HDML_CCDS13329.1_ex1_20:42969878-42969901:-_5-3	R3HDML	660	409
DRP2_CCDS14480.2_ex4_X:100496759-100496782:-_5-1	DRP2	954	890
sgSRSF3_6	SRSF3_LS	2	393
NR2F6_CCDS12352.1_ex3_19:17355849-17355872:-_5-5	NR2F6	597	610
sgPCBP1_3	PCBP1_LS	94	212
CES2_CCDS10825.1_ex3_16:66974138-66974161:-_5-4	CES2	905	559
ACTL7B_CCDS6771.1_ex0_9:111618081-111618104:+_5-5	ACTL7B	531	477
USP15_CCDS58250.1_ex2_12:62696580-62696603:-_5-3	USP15	152	165
UBA2_CCDS12439.1_ex7_19:34935962-34935985:+_5-5	UBA2	26	112
EPHA6_CCDS46876.1_ex10_3:97251271-97251294:+_5-5	EPHA6	708	538
sgUHMK1_3	UHMK1_LS	786	382
ZNF185_CCDS48184.1_ex8_X:152089270-152089293:+_10-3	ZNF185	863	676
LRSAM1_CCDS55347.1_ex5_9:130223487-130223510:-_5-1	LRSAM1	236	294
MAOA_CCDS14260.1_ex7_X:43591039-43591062:-_5-3	MAOA	343	324
ZNF605_CCDS31938.1_ex0_12:133503597-133503620:-_5-4	ZNF605	386	420
COMMD2_CCDS3145.1_ex1_3:149468625-149468648:-_5-1	COMMD2	175	163
DCT_CCDS45060.1_ex9_13:95131364-95131387:+_5-5	DCT	585	717
MRPL20_CCDS26.1_ex1_1:1341214-1341237:+_5-2	MRPL20	148	238
ZNF567_CCDS12495.1_ex1_19:37203735-37203758:-_5-1	ZNF567	729	489
sgPAK2_6	PAK2_LS	66	214
VPS33B_CCDS10369.1_ex20_15:91560223-91560246:-_5-4	VPS33B	368	347
SGSM1_CCDS46674.1_ex8_22:25255723-25255746:-_5-3	SGSM1	715	799
ZNF703_CCDS6094.1_ex0_8:37553627-37553650:+_5-1	ZNF703	696	777
sgZW10_10	ZW10_LS	240	373
DCBLD1_CCDS34522.1_ex7_6:117859794-117859817:-_5-5	DCBLD1	343	292
APOA2_CCDS1226.1_ex1_1:161192729-161192752:+_5-3	APOA2	58	229
EXTL1_CCDS271.1_ex0_1:26349428-26349451:+_5-1	EXTL1	385	580
CYBRD1_CCDS2244.1_ex0_2:172379141-172379164:+_9-1	CYBRD1	605	530
MC3R_CCDS13449.2_ex0_20:54824033-54824056:-_5-1	MC3R	480	370
C9orf91_CCDS6808.1_ex2_9:117389252-117389275:+_5-4	C9orf91	848	696
sgTBL1XR1_4	TBL1XR1_LS	7	73
sgALKBH8_1	ALKBH8_LS	257	308
sgCDK13_5	CDK13_LS	449	467
TRAP1_CCDS10508.1_ex9_16:3724416-3724439:+_5-2	TRAP1	652	624
GPATCH11_CCDS1785.3_ex6_2:37321219-37321242:+_8-7	GPATCH11	377	373
UCP1_CCDS3753.1_ex4_4:141489094-141489117:+_5-5	UCP1	584	623
TFEC_CCDS34738.1_ex4_7:115596806-115596829:-_5-5	TFEC	267	405
WNT8B_CCDS7494.1_ex3_10:102240740-102240763:+_5-2	WNT8B	549	673
CCAR1_CCDS60547.1_ex10_10:70515183-70515206:-_5-4	CCAR1	594	705
SULF1_CCDS6204.1_ex3_8:70501281-70501304:-_5-2	SULF1	536	483
FOXA3_CCDS12677.1_ex1_19:46375399-46375422:+_5-2	FOXA3	501	552
MED28_CCDS33963.1_ex0_4:17616376-17616399:-_5-1	MED28	222	370
PCYOX1L_CCDS4296.1_ex3_5:148745707-148745730:-_5-5	PCYOX1L	376	399
ARL5C_CCDS45664.1_ex2_17:37317549-37317572:-_5-2	ARL5C	341	603
FGF2_CCDS34059.1_ex0_4:123748068-123748091:-_5-1	FGF2	586	600
SLITRK3_CCDS3197.1_ex0_3:164907710-164907733:+_5-2	SLITRK3	439	519
DDX1_CCDS1686.1_ex14_2:15757397-15757420:+_5-5	DDX1	163	332
sgMYLK_5	MYLK_LS	738	525
TMEM169_CCDS2401.1_ex1_2:216964806-216964829:+_5-5	TMEM169	873	678
COX5B_CCDS2032.1_ex2_2:98263875-98263898:+_5-5	COX5B	78	114
sgEP300_4	EP300_LS	277	384
DNASE1_CCDS10507.1_ex2_16:3706167-3706190:+_5-2	DNASE1	674	617
AP1S2_CCDS14173.1_ex3_X:15870524-15870547:-_5-5	AP1S2	327	302
sgSMARCC2_2	SMARCC2_LS	362	374
RHEBL1_CCDS8778.1_ex5_12:49460767-49460790:-_5-4	RHEBL1	156	154
sgRUVBL1_9	RUVBL1_LS	17	324
CYTH2_CCDS12722.1_ex1_19:48973694-48973717:-_5-1	CYTH2	560	689
HSPB8_CCDS9189.1_ex0_12:119617297-119617320:-_5-3	HSPB8	546	771
LCA5_CCDS4990.1_ex5_6:80223389-80223412:+_5-4	LCA5	465	421
KDM2B_CCDS41849.1_ex10_12:121891071-121891094:-_5-2	KDM2B	706	451
sgPRMT3_9	PRMT3_LS	305	186
DCUN1D1_CCDS3240.1_ex4_3:182681696-182681719:-_5-1	DCUN1D1	269	341
ADAM19_CCDS4338.1_ex12_5:156932788-156932811:-_5-2	ADAM19	375	292
KRT33A_CCDS11388.1_ex5_17:39505632-39505655:+_5-2	KRT33A	346	534
TECRL_CCDS33990.1_ex7_4:65180369-65180392:-_5-2	TECRL	527	550
ANKLE1_CCDS62595.1_ex1_19:17393008-17393031:-_5-2	ANKLE1	367	428
CTRL00905	NON-TARGETING	464	364
SYNJ2_CCDS5254.1_ex10_6:158485901-158485924:+_5-4	SYNJ2	721	604
TAF4_CCDS33500.1_ex14_20:60639722-60639745:-_5-2	TAF4	758	634
NOG_CCDS11589.1_ex0_17:54671799-54671822:-_5-2	NOG	463	532
VAMP5_CCDS1980.1_ex1_2:85818969-85818992:-_5-2	VAMP5	652	534
GPR135_CCDS9738.1_ex0_14:59931568-59931591:+_5-4	GPR135	878	780
DNAJC5_CCDS13546.1_ex1_20:62560750-62560773:-_5-3	DNAJC5	579	481
sgGRK5_7	GRK5_LS	273	313
SMCO3_CCDS41759.1_ex0_12:14959209-14959232:+_5-1	SMCO3	683	735
ZNF879_CCDS47352.1_ex3_5:178459278-178459301:+_5-1	ZNF879	441	428
CNTNAP3B_CCDS55312.1_ex11_9:43853544-43853567:-_5-4	CNTNAP3B	225	190
sgUBE2B_5	UBE2B_LS	799	694
PRAMEF22_CCDS41256.1_ex1_1:13036607-13036630:+_5-5	PRAMEF22	428	502
DDAH2_CCDS4718.1_ex5_6:31696637-31696660:+_5-3	DDAH2	791	784
LPAR5_CCDS8553.1_ex0_12:6730221-6730244:-_5-4	LPAR5	234	386
LEPREL2_CCDS61027.1_ex0_12:6937730-6937753:+_5-1	LEPREL2	884	824
UQCRC1_CCDS2774.1_ex11_3:48646683-48646706:-_5-5	UQCRC1	277	601
MAGEH1_CCDS14369.1_ex0_X:55479253-55479276:+_5-5	MAGEH1	390	691
LMAN2_CCDS4417.1_ex7_5:176778502-176778525:-_5-5	LMAN2	236	217
PIP5K1C_CCDS32872.1_ex12_19:3656511-3656534:-_5-3	PIP5K1C	495	579
CTRL00514	NON-TARGETING	465	569
IL34_CCDS10895.1_ex4_16:70693536-70693559:-_5-5	IL34	501	403
SPRTN_CCDS1594.1_ex0_1:231474290-231474313:+_5-4	SPRTN	485	887
CCND3_CCDS47425.1_ex0_6:41903788-41903811:-_15-1	CCND3	413	496
SERPINE2_CCDS2460.1_ex5_2:224856671-224856694:+_5-2	SERPINE2	472	300
TSPAN2_CCDS881.1_ex3_1:115601560-115601583:+_5-1	TSPAN2	95	113
RFX8_CCDS46376.1_ex7_2:102035409-102035432:+_5-3	RFX8	294	400
POLR2A_CCDS32548.1_ex13_17:7404924-7404947:-_5-2	POLR2A	46	373
FUT6_CCDS12152.1_ex0_19:5831948-5831971:+_5-1	FUT6	544	643
RMI2_CCDS10548.1_ex0_16:11439595-11439618:-_5-5	RMI2	640	768
CNOT2_CCDS31857.1_ex3_12:70723203-70723226:+_5-2	CNOT2	281	479
GPS1_CCDS11800.1_ex2_17:80011849-80011872:-_5-2	GPS1	116	490
HP_CCDS45524.1_ex2_16:72090446-72090469:-_4-1	HP	622	572
VRK2_CCDS1859.1_ex4_2:58315559-58315582:+_5-4	VRK2	335	442
TTLL5_CCDS32124.1_ex5_14:76165529-76165552:+_5-3	TTLL5	161	398
sgCSNK2A1_2	CSNK2A1_LS	360	286
SDE2_CCDS41473.1_ex5_1:226182965-226182988:-_5-4	SDE2	5	730
SLC25A10_CCDS11786.1_ex3_17:79682749-79682772:+_5-4	SLC25A10	618	857
WNT5A_CCDS46850.1_ex2_3:55513396-55513419:-_5-3	WNT5A	385	482
PDYN_CCDS13023.1_ex0_20:1961265-1961288:+_5-1	PDYN	468	422
CCDC65_CCDS8772.1_ex1_12:49298847-49298870:+_5-2	CCDC65	612	306
PMS2_CCDS5343.1_ex9_7:6038823-6038846:-_5-4	PMS2	300	355
sgAKAP1_4	AKAP1_LS	224	437
SIX4_CCDS9749.2_ex2_14:61189928-61189951:+_5-1	SIX4	739	719
APEX2_CCDS14365.1_ex3_X:55029464-55029487:-_5-3	APEX2	224	287
POU4F3_CCDS4281.1_ex1_5:145719190-145719213:-_5-2	POU4F3	865	535
NINJ2_CCDS8505.1_ex1_12:675306-675329:+_5-4	NINJ2	645	722
AK9_CCDS5077.1_ex7_6:109993201-109993224:+_5-4	AK9	185	185
CELA3B_CCDS219.1_ex3_1:22307594-22307617:+_4-4	CELA3B	236	416
BCL7B_CCDS5550.1_ex3_7:72957927-72957950:-_5-3	BCL7B	621	334
CD44_CCDS31455.1_ex1_11:35198206-35198229:-_5-3	CD44	239	302
TMCO4_CCDS198.1_ex4_1:20066385-20066408:-_5-1	TMCO4	615	633
ZNF543_CCDS33130.1_ex3_19:57839876-57839899:-_5-5	ZNF543	1348	1012
C1orf101_CCDS1625.1_ex8_1:244715786-244715809:-_5-2	C1orf101	335	240
FAM211B_CCDS42991.1_ex0_22:24982134-24982157:-_5-1	FAM211B	670	690
FAM49A_CCDS1688.1_ex7_2:16745282-16745305:+_5-4	FAM49A	319	273
sgL3MBTL1_10	L3MBTL1_LS	499	645
POU4F1_CCDS31996.1_ex0_13:79176548-79176571:+_5-4	POU4F1	640	683
NNAT_CCDS13296.1_ex1_20:36150793-36150816:+_7-2	NNAT	384	425
KBTBD11_CCDS34795.1_ex0_8:1950165-1950188:-_5-4	KBTBD11	966	793
SGCD_CCDS47325.1_ex2_5:155935699-155935722:-_5-3	SGCD	589	695
DISC1_CCDS31055.1_ex1_1:231830362-231830385:-_12-7	DISC1	369	420
FLAD1_CCDS1078.1_ex1_1:154960747-154960770:-_5-3	FLAD1	523	481
sgUBE2G1_5	UBE2G1_LS	330	432
DBNL_CCDS34622.1_ex8_7:44098499-44098522:+_5-5	DBNL	1089	932
DYNAP_CCDS11957.1_ex1_18:52262239-52262262:-_5-2	DYNAP	343	414
SRBD1_CCDS1823.1_ex10_2:45780839-45780862:+_5-1	SRBD1	432	733
ARL8A_CCDS1421.1_ex4_1:202107090-202107113:+_5-1	ARL8A	391	384
TSFM_CCDS53809.1_ex1_12:58177032-58177055:+_5-4	TSFM	843	858
SDE2_CCDS41473.1_ex6_1:226186908-226186931:+_5-5	SDE2	87	428
IL1RAPL1_CCDS14218.1_ex1_X:29301276-29301299:-_5-2	IL1RAPL1	267	283
NCAPH2_CCDS14094.2_ex3_22:50956043-50956066:-_5-4	NCAPH2	535	538
COLEC10_CCDS6327.1_ex0_8:120079615-120079638:-_5-1	COLEC10	378	504
DNAL4_CCDS13979.1_ex1_22:39176974-39176997:-_5-5	DNAL4	733	573
sgRBM4_4	RBM4_LS	458	331
TGIF2-C20orf24_CCDS58772.1_ex0_20:35207296-35207319:-_1-1	TGIF2-C20orf24	640	527
FUZ_CCDS12781.1_ex9_19:50315893-50315916:-_5-4	FUZ	511	556
POLR2A_CCDS32548.1_ex13_17:7405003-7405026:+_5-3	POLR2A	0	683
DLGAP1_CCDS11836.1_ex6_18:3729194-3729217:+_5-2	DLGAP1	502	640
NUBPL_CCDS41940.1_ex6_14:32256981-32257004:+_5-4	NUBPL	212	330
GPR123_CCDS41580.1_ex5_10:134942120-134942143:+_5-5	GPR123	739	792
S100A1_CCDS1047.1_ex1_1:153604181-153604204:+_5-4	S100A1	615	658
AP1S1_CCDS47669.1_ex2_7:100800717-100800740:+_5-5	AP1S1	385	386
KRAS_CCDS8702.1_ex1_12:25378614-25378637:+_5-1	KRAS	69	136
GLDC_CCDS34987.1_ex19_9:6605150-6605173:-_5-2	GLDC	0	4
IMPA1_CCDS47883.1_ex5_8:82591386-82591409:+_5-2	IMPA1	202	293
HAPLN3_CCDS10346.1_ex2_15:89424794-89424817:-_5-2	HAPLN3	390	492
TIMELESS_CCDS8918.1_ex22_12:56826148-56826171:+_5-3	TIMELESS	47	470
CTRL00277	NON-TARGETING	630	449
MRPS9_CCDS2065.1_ex2_2:105687816-105687839:-_5-4	MRPS9	717	611
C9orf24_CCDS6554.1_ex4_9:34385748-34385771:-_13-13	C9orf24	478	653
GOLIM4_CCDS3204.1_ex6_3:167747807-167747830:+_5-1	GOLIM4	183	388
PLGRKT_CCDS6463.1_ex1_9:5361137-5361160:+_5-2	PLGRKT	386	337
ZSWIM6_CCDS47215.1_ex0_5:60628471-60628494:+_5-2	ZSWIM6	885	929
ETV3_CCDS1164.1_ex1_1:157105319-157105342:+_9-6	ETV3	335	475
COMMD5_CCDS6436.1_ex0_8:146076248-146076271:-_5-1	COMMD5	516	560
C10orf88_CCDS7632.1_ex4_10:124712361-124712384:+_5-4	C10orf88	435	332
URB2_CCDS31052.1_ex2_1:229772473-229772496:-_5-5	URB2	306	259
NPM1_CCDS43399.1_ex2_5:170818411-170818434:+_5-1	NPM1	200	413
RIMS2_CCDS43761.1_ex1_8:104898350-104898373:-_10-4	RIMS2	335	350
TMEM181_CCDS43520.1_ex1_6:158994458-158994481:-_5-4	TMEM181	824	789
ZKSCAN5_CCDS5667.1_ex0_7:99103988-99104011:-_5-2	ZKSCAN5	344	402
APOC2_CCDS12650.1_ex1_19:45452095-45452118:+_5-5	APOC2	228	257
MRPL53_CCDS1944.1_ex2_2:74699694-74699717:-_5-5	MRPL53	125	292
HTT_CCDS43206.1_ex26_4:3156053-3156076:+_5-4	HTT	560	490
sgPGR_1	PGR_LS	388	267
S100A13_CCDS30874.1_ex0_1:153591497-153591520:+_5-2	S100A13	421	516
ENG_CCDS48029.1_ex10_9:130587962-130587985:+_5-3	ENG	953	658
NTSR2_CCDS1681.1_ex3_2:11809701-11809724:-_5-3	NTSR2	837	684
FOXO1_CCDS9371.1_ex0_13:41134561-41134584:+_5-1	FOXO1	547	721
PDE4DIP_CCDS30824.1_ex34_1:144918888-144918911:-_22-7	PDE4DIP	102	228
sgHLCS_6	HLCS_LS	251	439
FBXW4_CCDS31271.1_ex6_10:103433324-103433347:-_5-3	FBXW4	537	704
CERS6_CCDS2228.1_ex5_2:169551482-169551505:+_5-5	CERS6	82	160
MPEG1_CCDS41650.1_ex0_11:58979854-58979877:+_5-5	MPEG1	371	414
EHMT1_CCDS56595.1_ex2_9:140611137-140611160:+_5-1	EHMT1	276	421
PROSER2_CCDS7085.1_ex2_10:11911670-11911693:-_5-4	PROSER2	879	634
OSR1_CCDS1694.1_ex1_2:19553206-19553229:+_5-1	OSR1	625	479
MCM4_CCDS6143.1_ex1_8:48874102-48874125:-_5-1	MCM4	119	369
AP5Z1_CCDS47528.1_ex3_7:4822978-4823001:+_5-1	AP5Z1	420	515
CD300LF_CCDS11704.1_ex5_17:72700784-72700807:+_5-4	CD300LF	209	333
C17orf96_CCDS45661.1_ex0_17:36830418-36830441:+_5-3	C17orf96	356	980
PPP1R1A_CCDS44912.1_ex5_12:54978034-54978057:+_5-4	PPP1R1A	329	561
sgENY2_8	ENY2_LS	50	173
HAPLN4_CCDS12398.1_ex2_19:19371696-19371719:+_5-2	HAPLN4	187	591
DAND5_CCDS12291.1_ex0_19:13080741-13080764:-_5-3	DAND5	453	503
sgNSL1_9	NSL1_LS	17	420
FBXO31_CCDS32501.1_ex6_16:87380795-87380818:-_5-3	FBXO31	515	465
NAT14_CCDS12926.1_ex1_19:55998012-55998035:-_5-4	NAT14	488	495
REPIN1_CCDS43677.1_ex0_7:150069045-150069068:-_5-4	REPIN1	849	536
PSME4_CCDS33197.2_ex37_2:54159809-54159832:+_5-3	PSME4	381	312
IFNAR1_CCDS13624.1_ex6_21:34721522-34721545:-_5-3	IFNAR1	419	268
TDRP_CCDS47759.1_ex0_8:442712-442735:-_5-3	TDRP	217	205
SLC8A3_CCDS35498.1_ex6_14:70634970-70634993:-_11-11	SLC8A3	485	616
CNOT4_CCDS43650.1_ex9_7:135122926-135122949:-_5-4	CNOT4	269	215
ZNF24_CCDS11912.1_ex2_18:32920498-32920521:+_5-5	ZNF24	772	467
ZNF140_CCDS9282.1_ex3_12:133682159-133682182:-_5-1	ZNF140	180	135
CD300LF_CCDS11704.1_ex4_17:72699172-72699195:-_5-2	CD300LF	716	601
CRTAP_CCDS2657.1_ex1_3:33161937-33161960:-_5-4	CRTAP	401	576
IKBIP_CCDS9068.1_ex0_12:99020474-99020497:-_10-5	IKBIP	256	412
DEF6_CCDS4802.1_ex5_6:35285673-35285696:-_5-5	DEF6	621	548
sgABCF2_6	ABCF2_LS	431	559
F7_CCDS9528.1_ex5_13:113770051-113770074:+_5-4	F7	691	786
LDLRAD2_CCDS30624.1_ex1_1:22140976-22140999:+_5-2	LDLRAD2	784	497
C1orf110_CCDS44269.1_ex2_1:162829297-162829320:+_5-5	C1orf110	637	384
HMX1_CCDS47018.1_ex1_4:8872982-8873005:-_5-3	HMX1	614	578
SETD9_CCDS3972.1_ex1_5:56207317-56207340:+_5-5	SETD9	218	172
DTYMK_CCDS2552.1_ex1_2:242618014-242618037:+_5-1	DTYMK	118	581
CATSPER2_CCDS10099.1_ex9_15:43939265-43939288:+_5-3	CATSPER2	296	218
SMC2_CCDS35086.1_ex10_9:106876340-106876363:-_5-5	SMC2	139	192
SOX15_CCDS32549.1_ex1_17:7492624-7492647:-_5-3	SOX15	978	982
sgBRWD3_4	BRWD3_LS	389	393
sgTIPIN_8	TIPIN_LS	506	575
OPA3_CCDS12668.1_ex1_19:46087886-46087909:-_6-4	OPA3	604	635
ZNF573_CCDS12508.1_ex0_19:38231009-38231032:+_5-5	ZNF573	503	504
DCTN6_CCDS6076.1_ex4_8:30036921-30036944:+_5-5	DCTN6	96	389
CC2D2A_CCDS47026.1_ex8_4:15517551-15517574:+_13-12	CC2D2A	527	549
HSD17B11_CCDS3619.1_ex3_4:88293893-88293916:-_5-2	HSD17B11	759	792
FAM160A2_CCDS44530.1_ex4_11:6239871-6239894:+_5-1	FAM160A2	597	539
TTC39B_CCDS55294.1_ex9_9:15190629-15190652:+_5-2	TTC39B	580	696
C9orf116_CCDS43899.1_ex1_9:138390481-138390504:-_5-3	C9orf116	547	504
MBP_CCDS12011.1_ex4_18:74721856-74721879:+_13-5	MBP	678	496
DACT1_CCDS41961.1_ex3_14:59112510-59112533:+_5-3	DACT1	137	128
APOA2_CCDS1226.1_ex1_1:161192774-161192797:+_5-5	APOA2	208	249
KRTAP9-7_CCDS59287.1_ex0_17:39432262-39432285:-_1-1	KRTAP9-7	489	797
CHIT1_CCDS1436.1_ex8_1:203194828-203194851:+_5-5	CHIT1	392	423
ZFP3_CCDS11067.1_ex0_17:4994991-4995014:+_5-1	ZFP3	367	319
RCC2_CCDS181.1_ex8_1:17749192-17749215:+_5-1	RCC2	199	368
KRTAP9-6_CCDS59286.1_ex0_17:39421762-39421785:-_3-1	KRTAP9-6	254	637
BAALC_CCDS6297.1_ex1_8:104225170-104225193:-_7-7	BAALC	399	329
SIRT5_CCDS4526.1_ex2_6:13592046-13592069:-_8-3	SIRT5	894	820
KLHL6_CCDS3245.2_ex4_3:183226055-183226078:+_5-3	KLHL6	736	438
C7orf71_CCDS47565.1_ex2_7:26685955-26685978:+_5-5	C7orf71	457	403
HYAL3_CCDS2815.1_ex2_3:50332771-50332794:-_14-12	HYAL3	515	461
ZNF449_CCDS14649.1_ex3_X:134494268-134494291:-_5-5	ZNF449	434	556
CDK8_CCDS9317.1_ex3_13:26927951-26927974:+_5-4	CDK8	45	31
CHST15_CCDS55731.1_ex3_10:125804366-125804389:+_5-2	CHST15	409	327
CUEDC2_CCDS41566.1_ex3_10:104183820-104183843:-_5-1	CUEDC2	940	532
GTF2A1_CCDS9873.1_ex4_14:81663787-81663810:-_5-3	GTF2A1	177	393
sgZMYND11_4	ZMYND11_LS	518	451
CDKN3_CCDS45109.1_ex3_14:54878230-54878253:+_5-2	CDKN3	533	508
CERS4_CCDS12197.1_ex1_19:8319439-8319462:+_5-1	CERS4	404	565
ZNF195_CCDS41604.1_ex0_11:3381266-3381289:-_9-3	ZNF195	415	362
PRIMA1_CCDS9912.1_ex2_14:94245585-94245608:-_5-4	PRIMA1	720	873
ZNF646_CCDS10702.1_ex0_16:31089198-31089221:+_5-5	ZNF646	689	762
SENP8_CCDS10240.1_ex0_15:72432335-72432358:+_5-4	SENP8	387	492
NKTR_CCDS2702.1_ex7_3:42674240-42674263:+_5-1	NKTR	236	251
ACY1_CCDS2844.1_ex0_3:52018159-52018182:-_5-1	ACY1	313	357
FAM193B_CCDS54954.1_ex6_5:176966083-176966106:-_5-4	FAM193B	499	367
NDUFB1_CCDS9901.1_ex1_14:92583944-92583967:-_5-3	NDUFB1	324	528
TRIOBP_CCDS33644.1_ex4_22:38151597-38151620:+_10-9	TRIOBP	461	616
RPUSD4_CCDS53721.1_ex5_11:126080933-126080956:+_5-5	RPUSD4	386	501
OTUB2_CCDS9917.1_ex4_14:94510921-94510944:+_5-4	OTUB2	563	429
R3HCC1_CCDS47826.1_ex2_8:23150801-23150824:+_5-4	R3HCC1	236	307
REEP6_CCDS12070.1_ex2_19:1495527-1495550:+_5-3	REEP6	295	448
CIRH1A_CCDS10872.1_ex1_16:69170649-69170672:+_5-1	CIRH1A	321	524
MMP28_CCDS45651.1_ex1_17:34106311-34106334:+_5-5	MMP28	235	366
RAB9B_CCDS14515.1_ex0_X:103080411-103080434:-_5-1	RAB9B	468	364
KCNS2_CCDS6279.1_ex0_8:99440441-99440464:-_5-3	KCNS2	333	402
PFN3_CCDS34301.1_ex0_5:176827302-176827325:-_5-1	PFN3	425	560
sgDDX27_1	DDX27_LS	90	140
SBF2_CCDS31427.1_ex26_11:9990039-9990062:-_5-5	SBF2	938	645
sgDHX58_8	DHX58_LS	142	444
SARNP_CCDS8892.1_ex7_12:56194375-56194398:+_5-2	SARNP	344	461
CCDC88B_CCDS8072.2_ex13_11:64111612-64111635:-_5-5	CCDC88B	489	575
sgPRRX1_4	PRRX1_LS	186	301
PILRA_CCDS5691.1_ex3_7:99995489-99995512:+_8-8	PILRA	425	495
KRT86_CCDS41785.1_ex0_12:52695975-52695998:-_5-3	KRT86	177	352
sgADAM10_8	ADAM10_LS	299	447
UBE2D2_CCDS43369.1_ex3_5:138994281-138994304:+_7-2	UBE2D2	405	451
CLSTN3_CCDS8575.1_ex8_12:7293857-7293880:-_5-4	CLSTN3	425	385
TBX5_CCDS9173.1_ex5_12:114837403-114837426:+_5-5	TBX5	497	299
sgMSL2_1	MSL2_LS	436	382
C8orf58_CCDS34862.1_ex1_8:22458487-22458510:-_5-1	C8orf58	793	510
PANX2_CCDS14085.2_ex1_22:50615716-50615739:+_5-4	PANX2	555	527
MS4A1_CCDS31570.1_ex1_11:60230509-60230532:-_5-2	MS4A1	19	8
ZRANB1_CCDS7642.1_ex0_10:126631713-126631736:-_5-4	ZRANB1	844	697
EGR3_CCDS56528.1_ex0_8:22548691-22548714:+_5-4	EGR3	1007	785
