sgRNA	gene	CRISPR_C6596791.sample	CRISPR_C6596666.sample
C1orf177_CCDS44153.1_ex3_1:55273660-55273683:+_5-5	C1orf177	324	513
ST18_CCDS6149.1_ex12_8:53073979-53074002:+_5-1	ST18	376	436
PDP1_CCDS55262.1_ex1_8:94935025-94935048:+_5-5	PDP1	546	552
ARHGAP8_CCDS14060.2_ex2_22:45204288-45204311:-_5-5	ARHGAP8	457	458
RNF223_CCDS53257.1_ex0_1:1007460-1007483:+_5-1	RNF223	651	468
DHCR24_CCDS600.1_ex7_1:55349392-55349415:+_5-3	DHCR24	692	909
ARHGEF7_CCDS32009.1_ex8_13:111919956-111919979:-_5-3	ARHGEF7	207	307
CLHC1_CCDS33201.1_ex5_2:55435799-55435822:-_5-4	CLHC1	305	379
MMP27_CCDS8319.1_ex6_11:102573557-102573580:+_5-2	MMP27	633	499
ZBTB7C_CCDS32830.1_ex1_18:45567246-45567269:+_5-5	ZBTB7C	396	674
BPIFA3_CCDS13216.2_ex1_20:31811683-31811706:+_5-2	BPIFA3	290	416
WDR61_CCDS10300.1_ex6_15:78584962-78584985:-_5-4	WDR61	165	285
LRIG2_CCDS30808.1_ex6_1:113638512-113638535:+_5-5	LRIG2	114	197
KIAA0101_CCDS10193.1_ex1_15:64669040-64669063:-_5-1	KIAA0101	548	377
PDCD6_CCDS3854.1_ex4_5:311392-311415:+_9-8	PDCD6	201	479
SNAP29_CCDS13784.1_ex0_22:21213591-21213614:-_5-2	SNAP29	697	577
sgDCLK1_7	DCLK1_LS	271	287
APOB_CCDS1703.1_ex11_2:21245824-21245847:-_5-3	APOB	394	395
GSN_CCDS48011.1_ex5_9:124076243-124076266:+_5-4	GSN	720	503
C8orf86_CCDS6108.1_ex2_8:38385909-38385932:-_5-4	C8orf86	645	775
C1GALT1C1_CCDS14602.1_ex0_X:119760664-119760687:-_5-4	C1GALT1C1	291	178
FAM9A_CCDS14131.1_ex6_X:8767004-8767027:+_5-5	FAM9A	895	778
SDC3_CCDS30661.1_ex2_1:31349885-31349908:+_5-3	SDC3	749	674
CCDC102B_CCDS11996.2_ex0_18:66504102-66504125:-_5-1	CCDC102B	425	435
TBC1D5_CCDS33714.1_ex17_3:17447908-17447931:-_5-5	TBC1D5	566	735
CBLN4_CCDS13448.1_ex2_20:54579076-54579099:-_5-5	CBLN4	726	785
TMEM30A_CCDS47453.1_ex5_6:75994145-75994168:+_5-3	TMEM30A	432	514
CTRL00813	NON-TARGETING	346	298
GMPR2_CCDS41935.1_ex7_14:24707455-24707478:+_5-5	GMPR2	876	769
SQLE_CCDS47918.1_ex0_8:126011776-126011799:-_5-2	SQLE	740	857
CTRL00977	NON-TARGETING	554	387
CKAP2_CCDS41893.1_ex3_13:53035933-53035956:-_5-5	CKAP2	129	109
RTN4_CCDS1852.1_ex6_2:55253876-55253899:-_15-7	RTN4	865	785
SCRT2_CCDS13006.1_ex0_20:644946-644969:+_5-3	SCRT2	501	535
NUP205_CCDS34759.1_ex3_7:135261114-135261137:+_5-2	NUP205	94	326
SLC25A16_CCDS7280.1_ex4_10:70253258-70253281:+_5-1	SLC25A16	416	512
ATPAF2_CCDS32585.1_ex5_17:17931544-17931567:-_5-3	ATPAF2	308	334
RASGRP1_CCDS45221.1_ex13_15:38818531-38818554:+_5-3	RASGRP1	557	442
IRGM_CCDS47313.1_ex0_5:150227783-150227806:+_5-1	IRGM	549	453
IRF6_CCDS1492.1_ex3_1:209965629-209965652:-_5-2	IRF6	613	509
TMEM178A_CCDS1804.1_ex2_2:39934213-39934236:-_5-5	TMEM178A	704	726
NTNG1_CCDS30785.1_ex1_1:107867121-107867144:+_5-3	NTNG1	510	404
GTF2E1_CCDS3002.1_ex0_3:120469512-120469535:+_5-1	GTF2E1	354	458
RAB39A_CCDS8338.1_ex1_11:107832679-107832702:-_5-2	RAB39A	431	315
CDC42EP5_CCDS12896.1_ex0_19:54976598-54976621:-_5-4	CDC42EP5	377	512
HOXC8_CCDS8870.1_ex0_12:54403292-54403315:-_5-3	HOXC8	281	559
SS18L1_CCDS13491.1_ex4_20:60737890-60737913:+_5-4	SS18L1	632	858
SEPT5_CCDS13764.1_ex4_22:19707712-19707735:-_5-3	SEPT5	997	1068
CLOCK_CCDS3500.1_ex8_4:56319257-56319280:-_5-2	CLOCK	178	150
WBP1_CCDS1943.1_ex1_2:74686802-74686825:-_5-1	WBP1	487	536
IFNG_CCDS8980.1_ex1_12:68551778-68551801:+_5-1	IFNG	772	597
RHCE_CCDS30634.1_ex5_1:25735333-25735356:-_6-4	RHCE	364	628
NXPE1_CCDS8372.1_ex1_11:114393741-114393764:+_5-3	NXPE1	16	32
TMEM215_CCDS6530.1_ex0_9:32784426-32784449:+_5-2	TMEM215	709	390
F5_CCDS1281.1_ex16_1:169519935-169519958:+_5-2	F5	299	612
PTPN14_CCDS1514.1_ex6_1:214557732-214557755:-_5-2	PTPN14	423	385
FAM76B_CCDS41700.1_ex6_11:95519328-95519351:+_5-4	FAM76B	698	626
DRG2_CCDS11191.1_ex2_17:18001641-18001664:-_5-4	DRG2	254	421
E2F6_CCDS1680.2_ex3_2:11591852-11591875:-_6-3	E2F6	435	314
sgMEPCE_6	MEPCE_LS	14	313
PCDHGA10_CCDS47292.1_ex0_5:140793305-140793328:-_5-1	PCDHGA10	518	654
SUPT20H_CCDS31959.1_ex19_13:37618227-37618250:+_5-5	SUPT20H	355	286
PIH1D2_CCDS44730.1_ex2_11:111941842-111941865:+_5-1	PIH1D2	13	12
NUS1_CCDS5118.1_ex0_6:117996968-117996991:+_5-1	NUS1	132	674
TMEM167A_CCDS34198.1_ex1_5:82357722-82357745:-_5-3	TMEM167A	216	194
sgHNRNPM_6	HNRNPM_LS	96	348
RAB40AL_CCDS35353.1_ex0_X:102192367-102192390:-_5-1	RAB40AL	548	414
ADAT2_CCDS43511.1_ex3_6:143755006-143755029:-_5-4	ADAT2	246	297
sgSHFM1_3	SHFM1_LS	142	193
XPNPEP2_CCDS14613.1_ex7_X:128884504-128884527:-_5-3	XPNPEP2	859	636
DEFB112_CCDS34476.1_ex0_6:50011476-50011499:-_5-2	DEFB112	333	316
BAK1_CCDS4781.1_ex2_6:33543144-33543167:+_5-3	BAK1	434	470
sgMCM4_10	MCM4_LS	142	363
PPP6R2_CCDS33681.1_ex1_22:50845204-50845227:-_5-1	PPP6R2	278	270
KCNF1_CCDS1676.1_ex0_2:11052821-11052844:+_5-2	KCNF1	277	413
PDIA3_CCDS10101.1_ex2_15:44048942-44048965:+_5-2	PDIA3	567	527
ATP6V1G2_CCDS4698.1_ex1_6:31513970-31513993:+_7-7	ATP6V1G2	228	490
OPALIN_CCDS41556.1_ex2_10:98109537-98109560:-_7-6	OPALIN	216	525
NECAB3_CCDS42866.1_ex6_20:32248176-32248199:-_5-3	NECAB3	264	291
GNAL_CCDS11851.1_ex6_18:11864566-11864589:+_12-7	GNAL	185	216
PLSCR4_CCDS3133.1_ex5_3:145924475-145924498:+_5-5	PLSCR4	148	219
TMED3_CCDS10310.1_ex1_15:79606180-79606203:+_5-3	TMED3	522	555
KLK5_CCDS12810.1_ex3_19:51453178-51453201:+_5-4	KLK5	392	485
SFT2D3_CCDS2149.1_ex0_2:128459530-128459553:+_5-5	SFT2D3	748	832
PLD1_CCDS3216.1_ex17_3:171427456-171427479:-_5-4	PLD1	624	615
ME2_CCDS11948.1_ex2_18:48439252-48439275:-_5-2	ME2	175	165
SLC2A10_CCDS13402.1_ex1_20:45353902-45353925:+_5-2	SLC2A10	712	560
N4BP2L2_CCDS45024.1_ex5_13:33096385-33096408:-_11-6	N4BP2L2	478	322
BRK1_CCDS54553.1_ex0_3:10157481-10157504:+_2-2	BRK1	274	217
ZNF444_CCDS12939.1_ex2_19:56671034-56671057:-_5-3	ZNF444	604	642
MAGI3_CCDS44196.1_ex0_1:113933944-113933967:-_5-2	MAGI3	336	375
DCUN1D5_CCDS8325.1_ex4_11:102953534-102953557:-_5-1	DCUN1D5	238	400
PHYHD1_CCDS43885.1_ex1_9:131689418-131689441:-_5-2	PHYHD1	486	628
DHRS4L2_CCDS9606.2_ex1_14:24459431-24459454:-_5-4	DHRS4L2	800	933
EMP3_CCDS12715.1_ex1_19:48830856-48830879:-_5-3	EMP3	383	409
CAV2_CCDS5765.1_ex1_7:116146020-116146043:-_6-5	CAV2	79	110
sgTGFBR2_10	TGFBR2_LS	240	379
SERPINA5_CCDS9928.1_ex0_14:95054082-95054105:-_5-2	SERPINA5	502	522
DYNC1LI2_CCDS10818.1_ex7_16:66768198-66768221:+_5-1	DYNC1LI2	515	651
C16orf72_CCDS10538.1_ex2_16:9196986-9197009:-_5-4	C16orf72	817	660
ICAM4_CCDS12232.1_ex0_19:10398021-10398044:+_5-4	ICAM4	976	820
FXYD3_CCDS12443.1_ex3_19:35613800-35613823:-_13-13	FXYD3	308	611
TDRD7_CCDS6725.1_ex6_9:100227237-100227260:+_5-4	TDRD7	532	749
TBL1XR1_CCDS46961.1_ex9_3:176767920-176767943:-_5-2	TBL1XR1	159	175
SLC25A52_CCDS32812.2_ex0_18:29340439-29340462:-_4-3	SLC25A52	402	470
CTAG2_CCDS14759.1_ex1_X:153881551-153881574:-_6-5	CTAG2	610	712
KRTAP9-1_CCDS56029.1_ex0_17:39346459-39346482:-_4-3	KRTAP9-1	348	339
ZNF662_CCDS2708.1_ex3_3:42955979-42956002:-_5-3	ZNF662	497	586
GNAI2_CCDS2813.1_ex4_3:50293635-50293658:-_5-3	GNAI2	542	449
IQCF3_CCDS46837.1_ex2_3:51864566-51864589:+_5-3	IQCF3	364	536
ARGFX_CCDS33834.1_ex2_3:121303754-121303777:+_5-2	ARGFX	161	283
sgPARP3_5	PARP3_LS	177	139
BTF3L4_CCDS30713.1_ex2_1:52549178-52549201:-_10-9	BTF3L4	100	236
CCDC30_CCDS30690.1_ex2_1:43011110-43011133:+_5-1	CCDC30	121	102
ZNF674_CCDS48099.1_ex1_X:46387867-46387890:-_5-5	ZNF674	576	532
PTPMT1_CCDS41643.1_ex0_11:47587293-47587316:+_5-3	PTPMT1	556	731
BAG3_CCDS7615.1_ex2_10:121431861-121431884:-_5-3	BAG3	285	429
CYP4F22_CCDS12331.1_ex5_19:15651280-15651303:-_5-3	CYP4F22	304	384
C10orf113_CCDS31162.2_ex1_10:21435269-21435292:-_5-4	C10orf113	260	233
CDK13_CCDS5461.1_ex3_7:40038957-40038980:+_5-5	CDK13	227	454
sgCRNKL1_9	CRNKL1_LS	147	470
CCDC173_CCDS46445.1_ex3_2:170510610-170510633:-_5-1	CCDC173	98	105
HSD11B1_CCDS1489.1_ex3_1:209880357-209880380:-_5-5	HSD11B1	506	656
P4HTM_CCDS2781.2_ex2_3:49038913-49038936:-_5-4	P4HTM	444	573
sgRBM22_7	RBM22_LS	65	239
ARHGAP31_CCDS43135.1_ex9_3:119120907-119120930:-_5-2	ARHGAP31	343	288
ARVCF_CCDS13771.1_ex14_22:19969214-19969237:-_5-4	ARVCF	627	516
sgCDK4_8	CDK4_LS	69	190
ARL2_CCDS55770.1_ex1_11:64785892-64785915:+_5-2	ARL2	183	519
LTB4R_CCDS9626.1_ex0_14:24785164-24785187:-_5-2	LTB4R	335	546
ABCG4_CCDS8415.1_ex6_11:119027329-119027352:-_5-5	ABCG4	160	227
CFL2_CCDS58311.1_ex2_14:35182522-35182545:+_5-2	CFL2	381	334
THAP1_CCDS6136.1_ex1_8:42694317-42694340:+_8-5	THAP1	42	225
PLP2_CCDS14319.1_ex1_X:49029465-49029488:+_5-1	PLP2	298	312
ARHGEF26_CCDS46938.1_ex0_3:153839992-153840015:-_5-2	ARHGEF26	462	498
KLHDC4_CCDS10963.1_ex4_16:87760475-87760498:-_5-3	KLHDC4	193	287
SERPINB9_CCDS4478.1_ex5_6:2900704-2900727:+_5-5	SERPINB9	453	547
VSIG10L_CCDS54300.1_ex6_19:51843520-51843543:+_5-1	VSIG10L	631	715
SH3BGRL2_CCDS4991.1_ex1_6:80383480-80383503:-_5-5	SH3BGRL2	312	320
MIPEP_CCDS9303.1_ex12_13:24443429-24443452:-_5-2	MIPEP	110	207
CCT2_CCDS55843.1_ex4_12:69983445-69983468:+_5-4	CCT2	10	113
ATF7_CCDS44906.1_ex8_12:53937187-53937210:-_8-6	ATF7	95	240
CST11_CCDS13154.1_ex1_20:23433312-23433335:-_5-4	CST11	142	260
A1BG_CCDS12976.1_ex4_19:58863655-58863678:+_5-2	A1BG	284	405
sgHCFC1_8	HCFC1_LS	112	507
INSL3_CCDS12365.1_ex1_19:17932129-17932152:+_5-3	INSL3	754	528
OFD1_CCDS14157.1_ex2_X:13754660-13754683:+_5-2	OFD1	428	255
AWAT2_CCDS35320.1_ex5_X:69264190-69264213:+_5-3	AWAT2	377	480
PAFAH1B1_CCDS32528.1_ex4_17:2573519-2573542:+_5-3	PAFAH1B1	130	434
ZNF8_CCDS12974.1_ex3_19:58805523-58805546:+_5-2	ZNF8	806	642
TBCEL_CCDS31692.1_ex3_11:120925904-120925927:+_5-5	TBCEL	515	615
BCL7A_CCDS53841.1_ex3_12:122481804-122481827:-_5-4	BCL7A	338	602
CLDN9_CCDS10487.1_ex0_16:3063642-3063665:+_5-3	CLDN9	221	369
KDM4C_CCDS55285.1_ex5_9:6880012-6880035:+_5-2	KDM4C	572	508
GSR_CCDS34877.1_ex8_8:30560613-30560636:+_5-1	GSR	744	556
SORCS1_CCDS31283.1_ex26_10:108924020-108924043:+_5-4	SORCS1	631	733
PMPCA_CCDS35180.1_ex6_9:139311455-139311478:+_5-4	PMPCA	135	303
FAM78B_CCDS30931.1_ex0_1:166039915-166039938:-_5-2	FAM78B	329	363
LRRC1_CCDS4953.2_ex0_6:53660207-53660230:-_5-1	LRRC1	403	424
TLX2_CCDS1947.1_ex0_2:74742160-74742183:-_5-2	TLX2	733	721
SOX5_CCDS44844.1_ex12_12:23998988-23999011:-_8-8	SOX5	880	647
RUNDC1_CCDS11448.1_ex0_17:41132797-41132820:-_5-2	RUNDC1	852	734
HOXA4_CCDS5405.1_ex1_7:27170034-27170057:+_5-2	HOXA4	665	741
MARS2_CCDS33358.1_ex0_2:198570594-198570617:+_5-4	MARS2	260	450
CRIPT_CCDS1829.1_ex3_2:46850894-46850917:+_5-3	CRIPT	87	104
MEGF8_CCDS12604.2_ex1_19:42837823-42837846:-_5-1	MEGF8	387	358
OSTC_CCDS3681.1_ex2_4:109578638-109578661:+_5-5	OSTC	79	139
sgERCC5_3	ERCC5_LS	136	327
CRYZ_CCDS44162.1_ex1_1:75172612-75172635:+_9-1	CRYZ	442	496
KDM2B_CCDS41849.1_ex13_12:121951078-121951101:+_5-3	KDM2B	133	254
SATL1_CCDS35343.2_ex4_X:84363216-84363239:+_5-3	SATL1	368	578
WDR63_CCDS702.1_ex9_1:85561600-85561623:+_5-4	WDR63	60	160
FAM175B_CCDS31308.2_ex3_10:126507961-126507984:+_5-1	FAM175B	268	330
YRDC_CCDS30675.1_ex3_1:38272859-38272882:-_5-1	YRDC	32	560
KBTBD2_CCDS34614.1_ex0_7:32909713-32909736:+_5-1	KBTBD2	218	202
C4orf46_CCDS34088.1_ex0_4:159590893-159590916:+_5-2	C4orf46	3	72
CTRL00702	NON-TARGETING	373	436
FBXO39_CCDS11082.1_ex0_17:6683960-6683983:-_5-5	FBXO39	284	493
WDR3_CCDS898.1_ex8_1:118485128-118485151:-_5-4	WDR3	180	367
SNX16_CCDS6234.1_ex6_8:82751987-82752010:+_5-3	SNX16	78	95
RORC_CCDS1004.1_ex6_1:151787628-151787651:-_5-4	RORC	273	244
VTI1A_CCDS7575.2_ex1_10:114220289-114220312:+_5-1	VTI1A	505	460
GPRC5B_CCDS10581.1_ex2_16:19883574-19883597:+_5-1	GPRC5B	547	566
C6orf226_CCDS43463.1_ex0_6:42858396-42858419:-_5-4	C6orf226	449	422
TIAM2_CCDS34558.1_ex14_6:155565900-155565923:-_5-5	TIAM2	272	461
C10orf91_CCDS7668.1_ex2_10:134261339-134261362:-_5-5	C10orf91	369	525
STXBP6_CCDS9634.1_ex4_14:25443902-25443925:+_5-5	STXBP6	805	514
GBA_CCDS1102.1_ex8_1:155209737-155209760:+_9-8	GBA	408	638
PLK2_CCDS3974.1_ex7_5:57753025-57753048:+_5-1	PLK2	272	286
RIMKLA_CCDS466.2_ex1_1:42865243-42865266:+_5-3	RIMKLA	227	293
MTHFD2_CCDS1935.2_ex1_2:74432914-74432937:-_5-2	MTHFD2	447	567
ACBD7_CCDS31153.1_ex1_10:15120742-15120765:-_5-3	ACBD7	337	352
sgAPEX1_8	APEX1_LS	736	548
PCDHB3_CCDS4245.1_ex0_5:140480777-140480800:+_5-3	PCDHB3	523	448
RPA2_CCDS314.1_ex5_1:28233434-28233457:+_5-3	RPA2	48	348
SLC2A7_CCDS98.2_ex9_1:9083001-9083024:+_5-4	SLC2A7	535	476
SHROOM1_CCDS4161.1_ex6_5:132161550-132161573:-_5-5	SHROOM1	633	954
SLC23A3_CCDS42819.1_ex9_2:220034241-220034264:-_5-4	SLC23A3	963	946
LOXHD1_CCDS45861.1_ex6_18:44087557-44087580:-_5-2	LOXHD1	313	402
CENPK_CCDS3984.1_ex4_5:64824942-64824965:-_5-3	CENPK	0	0
ZNF536_CCDS32984.1_ex0_19:30936310-30936333:+_5-5	ZNF536	482	574
MYBPC2_CCDS46152.1_ex13_19:50954107-50954130:+_5-4	MYBPC2	994	748
COX8A_CCDS8054.1_ex1_11:63743718-63743741:-_5-5	COX8A	380	485
AKR7A2_CCDS194.1_ex6_1:19638490-19638513:-_5-5	AKR7A2	572	514
WBSCR28_CCDS43597.1_ex1_7:73279711-73279734:+_5-5	WBSCR28	678	769
CTRL00373	NON-TARGETING	578	502
AKAP11_CCDS9383.1_ex5_13:42874174-42874197:+_5-4	AKAP11	434	513
TNFRSF25_CCDS71.1_ex8_1:6525563-6525586:-_5-5	TNFRSF25	495	501
APOD_CCDS33925.1_ex2_3:195300757-195300780:+_5-3	APOD	422	416
NWD1_CCDS32945.2_ex2_19:16855232-16855255:-_5-1	NWD1	191	525
GPHA2_CCDS8086.1_ex1_11:64702576-64702599:+_5-4	GPHA2	460	749
LUZP2_CCDS31446.1_ex4_11:24784841-24784864:-_5-1	LUZP2	265	239
ACADSB_CCDS7634.1_ex2_10:124797339-124797362:+_5-2	ACADSB	12	29
TKTL1_CCDS35448.1_ex4_X:153539466-153539489:+_5-3	TKTL1	730	834
PLB1_CCDS33168.1_ex18_2:28788185-28788208:+_5-3	PLB1	344	387
TGOLN2_CCDS46351.1_ex2_2:85554297-85554320:-_5-1	TGOLN2	645	618
sgLRP6_4	LRP6_LS	321	397
C5orf51_CCDS34151.1_ex3_5:41911204-41911227:-_5-3	C5orf51	128	122
GMCL1_CCDS1895.1_ex0_2:70057120-70057143:+_5-1	GMCL1	430	668
ATP5B_CCDS8924.1_ex6_12:57037628-57037651:-_5-2	ATP5B	141	373
SNAP91_CCDS47455.1_ex27_6:84417540-84417563:-_5-5	SNAP91	348	359
TTC39B_CCDS55294.1_ex11_9:15192606-15192629:-_5-3	TTC39B	504	503
TIAM2_CCDS34558.1_ex12_6:155561821-155561844:+_5-1	TIAM2	213	260
NR4A2_CCDS2201.1_ex5_2:157186007-157186030:-_5-1	NR4A2	868	828
WDR76_CCDS10106.1_ex8_15:44143349-44143372:+_5-5	WDR76	609	719
FAHD2A_CCDS2014.1_ex3_2:96076671-96076694:+_5-5	FAHD2A	424	329
CENPQ_CCDS4925.1_ex4_6:49448723-49448746:+_5-4	CENPQ	20	81
MOGAT1_CCDS46524.1_ex3_2:223559108-223559131:+_5-4	MOGAT1	278	379
ALDOA_CCDS10668.1_ex2_16:30079953-30079976:+_5-4	ALDOA	53	300
EPDR1_CCDS5454.2_ex1_7:37988492-37988515:-_12-7	EPDR1	410	550
WNT5A_CCDS46850.1_ex2_3:55513500-55513523:+_5-4	WNT5A	341	347
COLGALT1_CCDS12363.1_ex2_19:17671150-17671173:+_5-3	COLGALT1	575	603
ADAMTS19_CCDS4146.1_ex1_5:128796950-128796973:-_5-1	ADAMTS19	321	472
TMEM145_CCDS12603.1_ex1_19:42818476-42818499:+_5-3	TMEM145	634	481
CYB561D1_CCDS44188.1_ex0_1:110036894-110036917:-_12-2	CYB561D1	681	761
SCD_CCDS7493.1_ex3_10:102114246-102114269:+_5-5	SCD	40	546
CCNF_CCDS10467.1_ex2_16:2482981-2483004:-_5-1	CCNF	347	471
RBL2_CCDS10748.1_ex0_16:53468629-53468652:-_5-1	RBL2	662	593
EMID1_CCDS33630.1_ex6_22:29627631-29627654:+_5-5	EMID1	908	640
PITHD1_CCDS240.1_ex3_1:24112220-24112243:-_5-5	PITHD1	367	322
PDE11A_CCDS33334.1_ex11_2:178681579-178681602:-_5-3	PDE11A	184	291
RNF20_CCDS35084.1_ex6_9:104309474-104309497:+_5-5	RNF20	207	346
LRRC3C_CCDS54121.1_ex1_17:38100303-38100326:-_5-1	LRRC3C	493	569
sgTXNIP_10	TXNIP_LS	427	414
PPY_CCDS11472.1_ex2_17:42018908-42018931:-_5-5	PPY	601	485
DNAAF1_CCDS10943.2_ex5_16:84193368-84193391:-_5-3	DNAAF1	367	378
CASP9_CCDS158.1_ex5_1:15833465-15833488:+_8-3	CASP9	606	695
AEBP1_CCDS5476.1_ex0_7:44144447-44144470:-_5-2	AEBP1	403	522
ZNF7_CCDS6435.1_ex3_8:146067615-146067638:+_10-6	ZNF7	570	542
EPB41L4B_CCDS43859.1_ex17_9:112018460-112018483:-_5-1	EPB41L4B	766	502
sgSMG1_4	SMG1_LS	253	562
PRMT3_CCDS44554.1_ex5_11:20424508-20424531:+_5-5	PRMT3	330	256
DLX5_CCDS5647.1_ex2_7:96653778-96653801:-_5-4	DLX5	605	521
C1orf204_CCDS44253.1_ex3_1:159824733-159824756:+_5-5	C1orf204	500	688
SLMAP_CCDS33774.1_ex0_3:57743482-57743505:-_5-1	SLMAP	652	961
RRP1_CCDS42951.1_ex3_21:45213263-45213286:+_5-3	RRP1	25	147
SERPINI1_CCDS3203.1_ex0_3:167507015-167507038:+_5-1	SERPINI1	440	489
SLC2A2_CCDS3215.1_ex6_3:170724991-170725014:-_5-5	SLC2A2	562	705
PDHB_CCDS2890.1_ex5_3:58417318-58417341:-_5-3	PDHB	353	451
sgSF3B14_8	SF3B14_LS	66	98
CAAP1_CCDS55299.1_ex2_9:26884873-26884896:-_5-4	CAAP1	109	41
FCAMR_CCDS41460.1_ex2_1:207135726-207135749:+_5-1	FCAMR	240	408
RNF144A_CCDS1657.1_ex1_2:7154667-7154690:+_5-2	RNF144A	679	591
ANKRD42_CCDS8265.1_ex5_11:82935891-82935914:+_5-5	ANKRD42	270	389
THAP9_CCDS3598.1_ex1_4:83825905-83825928:+_5-1	THAP9	464	540
PC_CCDS8152.1_ex12_11:66633652-66633675:-_5-3	PC	645	569
FKBP15_CCDS48007.1_ex23_9:115965259-115965282:+_5-4	FKBP15	323	333
TNFAIP1_CCDS11227.1_ex0_17:26666631-26666654:+_5-1	TNFAIP1	711	737
KCTD12_CCDS9455.1_ex0_13:77459636-77459659:-_5-1	KCTD12	621	717
ZNF235_CCDS33048.1_ex0_19:44793042-44793065:+_5-4	ZNF235	378	499
sgLSM2_5	LSM2_LS	54	459
sgSETD1A_2	SETD1A_LS	272	382
GPR21_CCDS6849.1_ex0_9:125797036-125797059:+_5-2	GPR21	103	138
C17orf51_CCDS45629.1_ex1_17:21454385-21454408:-_5-2	C17orf51	372	462
ZBTB9_CCDS4780.1_ex0_6:33423312-33423335:+_5-5	ZBTB9	704	700
WHSC1_CCDS3356.1_ex0_4:1902651-1902674:-_5-3	WHSC1	481	823
MAPKAP1_CCDS35139.1_ex5_9:128321966-128321989:-_13-6	MAPKAP1	681	648
LAMB2_CCDS2789.1_ex15_3:49163496-49163519:+_5-1	LAMB2	358	428
SPATS1_CCDS4911.1_ex2_6:44328184-44328207:-_5-3	SPATS1	575	601
SHARPIN_CCDS43777.1_ex5_8:145154929-145154952:+_5-2	SHARPIN	689	857
sgFLT4_9	FLT4_LS	305	529
DNAJC11_CCDS87.1_ex11_1:6714051-6714074:+_5-2	DNAJC11	243	490
RXRB_CCDS4768.1_ex7_6:33166096-33166119:-_5-4	RXRB	1323	950
TRMT1_CCDS12293.1_ex13_19:13226540-13226563:-_5-2	TRMT1	439	595
sgPRPF19_6	PRPF19_LS	95	584
PARPBP_CCDS9090.2_ex2_12:102547636-102547659:+_5-3	PARPBP	184	141
ITGBL1_CCDS61361.1_ex3_13:102231750-102231773:-_5-3	ITGBL1	347	366
sgSMARCE1_8	SMARCE1_LS	228	422
RNF44_CCDS4404.1_ex7_5:175958571-175958594:+_5-4	RNF44	382	435
HES1_CCDS3305.1_ex2_3:193854748-193854771:+_5-2	HES1	354	594
AHCYL1_CCDS55620.1_ex4_1:110557440-110557463:+_5-4	AHCYL1	392	436
KCNE4_CCDS2456.2_ex1_2:223917678-223917701:-_5-5	KCNE4	349	191
ADK_CCDS55716.1_ex3_10:76074446-76074469:+_5-1	ADK	94	229
sgTADA2B_3	TADA2B_LS	256	510
SOX4_CCDS4547.1_ex0_6:21594895-21594918:+_5-1	SOX4	793	878
KRTAP3-3_CCDS32643.1_ex0_17:39150190-39150213:+_2-1	KRTAP3-3	808	617
NIPAL2_CCDS6278.1_ex11_8:99306236-99306259:-_5-5	NIPAL2	486	818
TRIM50_CCDS34654.1_ex0_7:72727423-72727446:-_5-1	TRIM50	411	901
sgLMTK2_5	LMTK2_LS	518	583
SCN3A_CCDS33312.1_ex24_2:166026955-166026978:+_5-5	SCN3A	144	137
HTR2C_CCDS14564.1_ex1_X:113965853-113965876:+_5-4	HTR2C	64	55
sgMRPL52_3	MRPL52_LS	317	514
CPB2_CCDS9401.1_ex3_13:46638864-46638887:-_5-1	CPB2	126	217
MPL_CCDS483.1_ex2_1:43804371-43804394:-_5-3	MPL	279	413
sgBRD4_7	BRD4_LS	91	238
sgTBL1Y_9	TBL1Y_LS	481	199
STAT5A_CCDS11424.1_ex1_17:40441888-40441911:-_5-1	STAT5A	445	480
COX7A2L_CCDS1808.1_ex1_2:42580414-42580437:+_5-4	COX7A2L	644	681
TSEN54_CCDS11724.1_ex7_17:73517897-73517920:+_5-5	TSEN54	240	476
SGCB_CCDS3488.1_ex3_4:52895985-52896008:-_5-4	SGCB	574	542
WFDC2_CCDS35501.1_ex1_20:44099166-44099189:-_5-3	WFDC2	427	569
sgCDKL5_7	CDKL5_LS	714	497
RABEPK_CCDS55341.1_ex1_9:127969907-127969930:-_5-2	RABEPK	437	468
SEC14L6_CCDS54518.1_ex5_22:30925274-30925297:-_5-1	SEC14L6	315	283
CYBRD1_CCDS2244.1_ex2_2:172409905-172409928:-_9-6	CYBRD1	280	339
LILRB1_CCDS42614.1_ex5_19:55144602-55144625:-_7-4	LILRB1	401	500
HIST3H2A_CCDS1573.1_ex0_1:228645307-228645330:+_5-1	HIST3H2A	303	598
SAA4_CCDS7832.1_ex0_11:18253183-18253206:+_5-1	SAA4	690	527
C19orf70_CCDS12143.1_ex1_19:5679382-5679405:+_5-2	C19orf70	527	440
LIG4_CCDS9508.1_ex0_13:108862405-108862428:+_5-2	LIG4	90	145
MMADHC_CCDS2189.1_ex5_2:150438661-150438684:-_5-4	MMADHC	337	502
NPAS3_CCDS53891.1_ex2_14:33684580-33684603:-_5-1	NPAS3	656	648
DOLPP1_CCDS48039.1_ex1_9:131847025-131847048:+_5-2	DOLPP1	328	453
ADRBK2_CCDS13832.1_ex3_22:26057577-26057600:-_5-2	ADRBK2	481	383
HECA_CCDS5194.1_ex1_6:139487571-139487594:-_5-4	HECA	391	529
GRK7_CCDS3120.1_ex0_3:141497357-141497380:-_5-1	GRK7	316	582
